spatial,temporal,interest,observation,reference
M�xico.Chimalhuacán,2021,Hombres.25_44.U,17.818,100k
M�xico.Chimalhuacán,2021,Mujeres.25_44.U,5.849,100k
M�xico.Ecatepec de Morelos,2021,Hombres.25_44.U,36.792,100k
M�xico.Ecatepec de Morelos,2021,Mujeres.25_44.U,12.974,100k
M�xico.Naucalpan de Juárez,2021,Hombres.25_44.U,25.84,100k
M�xico.Naucalpan de Juárez,2021,Mujeres.25_44.U,10.532,100k
M�xico.Nezahualcóyotl,2021,Hombres.25_44.U,28.504,100k
M�xico.Nezahualcóyotl,2021,Mujeres.25_44.U,9.441,100k
M�xico.Tlalnepantla de Baz,2021,Hombres.25_44.U,60.483,100k
M�xico.Tlalnepantla de Baz,2021,Mujeres.25_44.U,23.565,100k
M�xico.Toluca,2021,Hombres.25_44.U,69.405,100k
M�xico.Toluca,2021,Mujeres.25_44.U,24.187,100k
Michoac�n de Ocampo.Morelia,2021,Hombres.25_44.U,45.804,100k
Michoac�n de Ocampo.Morelia,2021,Mujeres.25_44.U,18.474,100k
Nuevo Le�n.Apodaca,2021,Hombres.25_44.U,20.765,100k
Nuevo Le�n.Apodaca,2021,Mujeres.25_44.U,13.289,100k
Nuevo Le�n.Guadalupe,2021,Hombres.25_44.U,21.576,100k
Nuevo Le�n.Monterrey,2021,Hombres.25_44.U,59.702,100k
Nuevo Le�n.Monterrey,2021,Mujeres.25_44.U,28.294,100k
Puebla.Puebla,2021,Hombres.25_44.U,66.658,100k
Puebla.Puebla,2021,Mujeres.25_44.U,25.592,100k
Quer�taro.Querétaro,2021,Hombres.25_44.U,37.411,100k
Quer�taro.Querétaro,2021,Mujeres.25_44.U,16.725,100k
Quintana Roo.Benito Juárez,2021,Hombres.25_44.U,41.408,100k
Quintana Roo.Benito Juárez,2021,Mujeres.25_44.U,15.625,100k
San Luis Potos�.San Luis Potosí,2021,Hombres.25_44.U,35.4,100k
San Luis Potos�.San Luis Potosí,2021,Mujeres.25_44.U,11.361,100k
Sinaloa.Culiacán,2021,Hombres.25_44.U,44.781,100k
Sinaloa.Culiacán,2021,Mujeres.25_44.U,22.802,100k
Sonora.Hermosillo,2021,Hombres.25_44.U,21.415,100k
Sonora.Hermosillo,2021,Mujeres.25_44.U,11.934,100k
Tabasco.Centro,2021,Hombres.25_44.U,43.402,100k
Tabasco.Centro,2021,Mujeres.25_44.U,20.835,100k
Tamaulipas.Reynosa,2021,Hombres.25_44.U,29.098,100k
Tamaulipas.Reynosa,2021,Mujeres.25_44.U,18.815,100k
Veracruz de Ignacio de la Llave.Veracruz,2021,Mujeres.25_44.U,16.055,100k
Yucat�n.Mérida,2021,Hombres.25_44.U,45.241,100k
Yucat�n.Mérida,2021,Mujeres.25_44.U,23.121,100k
Aguascalientes.Aguascalientes,2022,Hombres.25_44.U,5.755,100k
Aguascalientes.Aguascalientes,2022,Mujeres.25_44.U,3.852,100k
Baja California.Mexicali,2022,Hombres.25_44.U,4.269,100k
Baja California.Mexicali,2022,Mujeres.25_44.U,1.566,100k
Baja California.Tijuana,2022,Hombres.25_44.U,4.708,100k
Baja California.Tijuana,2022,Mujeres.25_44.U,2.63,100k
Coahuila de Zaragoza.Saltillo,2022,Hombres.25_44.U,3.097,100k
Coahuila de Zaragoza.Saltillo,2022,Mujeres.25_44.U,3.541,100k
Coahuila de Zaragoza.Torreón,2022,Hombres.25_44.U,2.969,100k
Coahuila de Zaragoza.Torreón,2022,Mujeres.25_44.U,1.824,100k
Chiapas.Tuxtla Gutiérrez,2022,Hombres.25_44.U,1.118,100k
Chiapas.Tuxtla Gutiérrez,2022,Mujeres.25_44.U,0.489,100k
Chihuahua.Chihuahua,2022,Hombres.25_44.U,2.896,100k
Chihuahua.Chihuahua,2022,Mujeres.25_44.U,2.172,100k
Chihuahua.Juárez,2022,Hombres.25_44.U,3.628,100k
Chihuahua.Juárez,2022,Mujeres.25_44.U,2.655,100k
Ciudad de M�xico.Gustavo A. Madero,2022,Hombres.25_44.U,5.664,100k
Ciudad de M�xico.Gustavo A. Madero,2022,Mujeres.25_44.U,4.124,100k
Ciudad de M�xico.Iztapalapa,2022,Hombres.25_44.U,1.7,100k
Ciudad de M�xico.Iztapalapa,2022,Mujeres.25_44.U,1.118,100k
Ciudad de M�xico.Álvaro Obregón,2022,Hombres.25_44.U,3.778,100k
Ciudad de M�xico.Álvaro Obregón,2022,Mujeres.25_44.U,1.193,100k
Ciudad de M�xico.Tlalpan,2022,Hombres.25_44.U,5.964,100k
Ciudad de M�xico.Tlalpan,2022,Mujeres.25_44.U,4.267,100k
Durango.Durango,2022,Hombres.25_44.U,4.019,100k
Durango.Durango,2022,Mujeres.25_44.U,1.604,100k
Guanajuato.León,2022,Hombres.25_44.U,3.737,100k
Guanajuato.León,2022,Mujeres.25_44.U,2.027,100k
Guerrero.Acapulco de Juárez,2022,Hombres.25_44.U,3.331,100k
Guerrero.Acapulco de Juárez,2022,Mujeres.25_44.U,0.858,100k
Jalisco.Guadalajara,2022,Hombres.25_44.U,9.01,100k
Jalisco.Guadalajara,2022,Mujeres.25_44.U,5.021,100k
Jalisco.Tlajomulco de Zúñiga,2022,Hombres.25_44.U,2.014,100k
Jalisco.Tlajomulco de Zúñiga,2022,Mujeres.25_44.U,0.734,100k
Jalisco.San Pedro Tlaquepaque,2022,Hombres.25_44.U,0.258,100k
Jalisco.Zapopan,2022,Hombres.25_44.U,1.82,100k
Jalisco.Zapopan,2022,Mujeres.25_44.U,0.635,100k
M�xico.Chimalhuacán,2022,Hombres.25_44.U,1.067,100k
M�xico.Chimalhuacán,2022,Mujeres.25_44.U,0.506,100k
M�xico.Ecatepec de Morelos,2022,Hombres.25_44.U,1.132,100k
M�xico.Ecatepec de Morelos,2022,Mujeres.25_44.U,0.769,100k
M�xico.Naucalpan de Juárez,2022,Hombres.25_44.U,3.15,100k
M�xico.Naucalpan de Juárez,2022,Mujeres.25_44.U,1.415,100k
M�xico.Nezahualcóyotl,2022,Hombres.25_44.U,0.696,100k
M�xico.Nezahualcóyotl,2022,Mujeres.25_44.U,0.163,100k
M�xico.Tlalnepantla de Baz,2022,Hombres.25_44.U,2.87,100k
M�xico.Tlalnepantla de Baz,2022,Mujeres.25_44.U,1.732,100k
M�xico.Toluca,2022,Hombres.25_44.U,4.199,100k
M�xico.Toluca,2022,Mujeres.25_44.U,2.22,100k
Michoac�n de Ocampo.Morelia,2022,Hombres.25_44.U,2.663,100k
Michoac�n de Ocampo.Morelia,2022,Mujeres.25_44.U,1.094,100k
Nuevo Le�n.Apodaca,2022,Hombres.25_44.U,3.242,100k
Nuevo Le�n.Apodaca,2022,Mujeres.25_44.U,0.743,100k
Nuevo Le�n.Guadalupe,2022,Hombres.25_44.U,2.003,100k
Nuevo Le�n.Monterrey,2022,Hombres.25_44.U,4.781,100k
Nuevo Le�n.Monterrey,2022,Mujeres.25_44.U,2.742,100k
Puebla.Puebla,2022,Hombres.25_44.U,2.446,100k
Puebla.Puebla,2022,Mujeres.25_44.U,2.259,100k
Quer�taro.Querétaro,2022,Hombres.25_44.U,4.859,100k
Quer�taro.Querétaro,2022,Mujeres.25_44.U,2.309,100k
Quintana Roo.Benito Juárez,2022,Hombres.25_44.U,0.938,100k
Quintana Roo.Benito Juárez,2022,Mujeres.25_44.U,1.344,100k
San Luis Potos�.San Luis Potosí,2022,Hombres.25_44.U,4.24,100k
San Luis Potos�.San Luis Potosí,2022,Mujeres.25_44.U,2.931,100k
Sinaloa.Culiacán,2022,Hombres.25_44.U,1.975,100k
Sinaloa.Culiacán,2022,Mujeres.25_44.U,1.522,100k
Sonora.Hermosillo,2022,Hombres.25_44.U,2.514,100k
Sonora.Hermosillo,2022,Mujeres.25_44.U,1.14,100k
Tabasco.Centro,2022,Hombres.25_44.U,7.902,100k
Tabasco.Centro,2022,Mujeres.25_44.U,5.298,100k
Tamaulipas.Reynosa,2022,Hombres.25_44.U,1.529,100k
Tamaulipas.Reynosa,2022,Mujeres.25_44.U,2.599,100k
Veracruz de Ignacio de la Llave.Veracruz,2022,Mujeres.25_44.U,2.862,100k
Yucat�n.Mérida,2022,Hombres.25_44.U,6.432,100k
Yucat�n.Mérida,2022,Mujeres.25_44.U,3.273,100k
Baja California.Tijuana,2020,Hombres.15_24.U,1.162,100k
Baja California.Tijuana,2020,Mujeres.15_24.U,1.084,100k
Chihuahua.Juárez,2020,Hombres.15_24.U,3.076,100k
Chihuahua.Juárez,2020,Mujeres.15_24.U,0.937,100k
Ciudad de M�xico.Iztapalapa,2020,Hombres.15_24.U,1.136,100k
Ciudad de M�xico.Iztapalapa,2020,Mujeres.15_24.U,0.589,100k
Guanajuato.León,2020,Hombres.15_24.U,0.742,100k
Guanajuato.León,2020,Mujeres.15_24.U,0.571,100k
Jalisco.Guadalajara,2020,Hombres.15_24.U,2.905,100k
Jalisco.Guadalajara,2020,Mujeres.15_24.U,2.463,100k
Jalisco.Zapopan,2020,Hombres.15_24.U,0.126,100k
Jalisco.Zapopan,2020,Mujeres.15_24.U,0.394,100k
M�xico.Ecatepec de Morelos,2020,Hombres.15_24.U,1.49,100k
M�xico.Ecatepec de Morelos,2020,Mujeres.15_24.U,1.343,100k
Puebla.Puebla,2020,Hombres.15_24.U,1.443,100k
Puebla.Puebla,2020,Mujeres.15_24.U,1.167,100k
Baja California.Tijuana,2021,Hombres.15_24.U,1.372,100k
Baja California.Tijuana,2021,Mujeres.15_24.U,0.433,100k
Chihuahua.Juárez,2021,Hombres.15_24.U,0.514,100k
Chihuahua.Juárez,2021,Mujeres.15_24.U,0.134,100k
Ciudad de M�xico.Iztapalapa,2021,Hombres.15_24.U,1.739,100k
Ciudad de M�xico.Iztapalapa,2021,Mujeres.15_24.U,1.322,100k
Guanajuato.León,2021,Hombres.15_24.U,1.168,100k
Guanajuato.León,2021,Mujeres.15_24.U,1.829,100k
Jalisco.Guadalajara,2021,Hombres.15_24.U,2.804,100k
Jalisco.Guadalajara,2021,Mujeres.15_24.U,1.931,100k
Jalisco.Zapopan,2021,Hombres.15_24.U,1.507,100k
Jalisco.Zapopan,2021,Mujeres.15_24.U,0.393,100k
M�xico.Ecatepec de Morelos,2021,Hombres.15_24.U,1.271,100k
M�xico.Ecatepec de Morelos,2021,Mujeres.15_24.U,0.616,100k
Puebla.Puebla,2021,Hombres.15_24.U,2.78,100k
Puebla.Puebla,2021,Mujeres.15_24.U,1.99,100k
Baja California.Tijuana,2022,Hombres.15_24.U,0.633,100k
Baja California.Tijuana,2022,Mujeres.15_24.U,0.647,100k
Chihuahua.Juárez,2022,Hombres.15_24.U,0.643,100k
Chihuahua.Juárez,2022,Mujeres.15_24.U,0.268,100k
Ciudad de M�xico.Iztapalapa,2022,Hombres.15_24.U,0.237,100k
Ciudad de M�xico.Iztapalapa,2022,Mujeres.15_24.U,0.367,100k
Guanajuato.León,2022,Hombres.15_24.U,0.319,100k
Guanajuato.León,2022,Mujeres.15_24.U,0.458,100k
Jalisco.Guadalajara,2022,Hombres.15_24.U,0.769,100k
Jalisco.Guadalajara,2022,Mujeres.15_24.U,0.831,100k
Jalisco.Zapopan,2022,Hombres.15_24.U,0.126,100k
M�xico.Ecatepec de Morelos,2022,Hombres.15_24.U,0.116,100k
M�xico.Ecatepec de Morelos,2022,Mujeres.15_24.U,0.124,100k
Puebla.Puebla,2022,Hombres.15_24.U,0.223,100k
Puebla.Puebla,2022,Mujeres.15_24.U,0.352,100k
Baja California.Tijuana,2020,Hombres.05_14.U,0.562,100k
Baja California.Tijuana,2020,Mujeres.05_14.U,0.797,100k
Chihuahua.Juárez,2020,Hombres.05_14.U,0.126,100k
Ciudad de M�xico.Iztapalapa,2020,Hombres.05_14.U,0.132,100k
Ciudad de M�xico.Iztapalapa,2020,Mujeres.05_14.U,0.138,100k
Guanajuato.León,2020,Hombres.05_14.U,0.221,100k
Guanajuato.León,2020,Mujeres.05_14.U,0.233,100k
Jalisco.Guadalajara,2020,Hombres.05_14.U,0.156,100k
Jalisco.Guadalajara,2020,Mujeres.05_14.U,0.163,100k
Puebla.Puebla,2020,Hombres.05_14.U,0.261,100k
Puebla.Puebla,2020,Mujeres.05_14.U,0.135,100k
Baja California.Tijuana,2021,Hombres.05_14.U,0.224,100k
Baja California.Tijuana,2021,Mujeres.05_14.U,0.114,100k
Chihuahua.Juárez,2021,Hombres.05_14.U,0.127,100k
Ciudad de M�xico.Iztapalapa,2021,Mujeres.05_14.U,0.142,100k
Guanajuato.León,2021,Hombres.05_14.U,0.442,100k
Guanajuato.León,2021,Mujeres.05_14.U,0.116,100k
Jalisco.Guadalajara,2021,Hombres.05_14.U,1.263,100k
Jalisco.Guadalajara,2021,Mujeres.05_14.U,1.156,100k
Puebla.Puebla,2021,Hombres.05_14.U,0.394,100k
Puebla.Puebla,2021,Mujeres.05_14.U,0.271,100k
Baja California.Tijuana,2022,Hombres.05_14.U,0.224,100k
Baja California.Tijuana,2022,Mujeres.05_14.U,0.114,100k
Chihuahua.Juárez,2022,Hombres.05_14.U,0.128,100k
Guanajuato.León,2022,Hombres.05_14.U,0.221,100k
Guanajuato.León,2022,Mujeres.05_14.U,0.349,100k
Jalisco.Guadalajara,2022,Hombres.05_14.U,0.319,100k
Jalisco.Guadalajara,2022,Mujeres.05_14.U,0.667,100k
M�xico.Ecatepec de Morelos,2022,Hombres.05_14.U,0.272,100k
M�xico.Ecatepec de Morelos,2022,Mujeres.05_14.U,0.145,100k
Puebla.Puebla,2022,Hombres.05_14.U,0.132,100k
Puebla.Puebla,2022,Mujeres.05_14.U,0.136,100k
Aguascalientes.Aguascalientes,2020,Total.Total.U07,233.0617052174844,100k
Aguascalientes.Jesús María,2020,Total.Total.U07,62.98777115467339,100k
Baja California.Ensenada,2020,Total.Total.U07,166.00048867559588,100k
Baja California.Mexicali,2020,Total.Total.U07,327.45490023706225,100k
Baja California.Tecate,2020,Total.Total.U07,94.8558279245018,100k
Baja California.Tijuana,2020,Total.Total.U07,199.7171325894885,100k
Baja California.Playas de Rosarito,2020,Total.Total.U07,28.741226972250807,100k
Baja California Sur.La Paz,2020,Total.Total.U07,178.16870390547123,100k
Baja California Sur.Los Cabos,2020,Total.Total.U07,86.2820605972535,100k
Campeche.Campeche,2020,Total.Total.U07,235.3319219718736,100k
Campeche.Carmen,2020,Total.Total.U07,181.50269713007933,100k
Coahuila de Zaragoza.Acuña,2020,Total.Total.U07,201.03336050552537,100k
Coahuila de Zaragoza.Matamoros,2020,Total.Total.U07,62.76570816456332,100k
Coahuila de Zaragoza.Monclova,2020,Total.Total.U07,333.4049477612534,100k
Coahuila de Zaragoza.Piedras Negras,2020,Total.Total.U07,253.3073820202533,100k
Coahuila de Zaragoza.Ramos Arizpe,2020,Total.Total.U07,26.149614535311663,100k
Coahuila de Zaragoza.Saltillo,2020,Total.Total.U07,196.6211987335248,100k
Coahuila de Zaragoza.San Pedro,2020,Total.Total.U07,74.12456334668144,100k
Coahuila de Zaragoza.Torreón,2020,Total.Total.U07,317.7708475815153,100k
Colima.Colima,2020,Total.Total.U07,127.07757051327518,100k
Colima.Manzanillo,2020,Total.Total.U07,153.46325243721287,100k
Colima.Tecomán,2020,Total.Total.U07,61.64999145813371,100k
Colima.Villa de Álvarez,2020,Total.Total.U07,223.81289771485703,100k
Chiapas.Comitán de Domínguez,2020,Total.Total.U07,122.58208307428824,100k
Chiapas.Chiapa de Corzo,2020,Total.Total.U07,9.89004072898591,100k
Chiapas.Las Margaritas,2020,Total.Total.U07,11.130981975229856,100k
Chiapas.Ocosingo,2020,Total.Total.U07,13.788953794469377,100k
Chiapas.Ocozocoautla de Espinosa,2020,Total.Total.U07,29.904902410335133,100k
Chiapas.Palenque,2020,Total.Total.U07,38.78592451194378,100k
Chiapas.San Cristóbal de las Casas,2020,Total.Total.U07,42.36097603146816,100k
Chiapas.Tapachula,2020,Total.Total.U07,159.76602343928892,100k
Chiapas.Tuxtla Gutiérrez,2020,Total.Total.U07,168.27877227429892,100k
Chiapas.Villaflores,2020,Total.Total.U07,20.74491533481429,100k
Chihuahua.Cuauhtémoc,2020,Total.Total.U07,133.29514409094915,100k
Chihuahua.Chihuahua,2020,Total.Total.U07,172.84691830060197,100k
Chihuahua.Delicias,2020,Total.Total.U07,317.6386158694499,100k
Chihuahua.Hidalgo del Parral,2020,Total.Total.U07,247.3984901040604,100k
Chihuahua.Juárez,2020,Total.Total.U07,291.2084536462493,100k
Ciudad de M�xico.Azcapotzalco,2020,Total.Total.U07,969.0506095127572,100k
Ciudad de M�xico.Coyoacán,2020,Total.Total.U07,465.6307882280304,100k
Ciudad de M�xico.Cuajimalpa de Morelos,2020,Total.Total.U07,43.54158221101152,100k
Ciudad de M�xico.Gustavo A. Madero,2020,Total.Total.U07,408.8474868029435,100k
Ciudad de M�xico.Gustavo A. Madero,2020,Total.Total.U10,0.1699282987543406,100k
Ciudad de M�xico.Iztacalco,2020,Total.Total.U07,715.2995904230603,100k
Ciudad de M�xico.Iztacalco,2020,Total.Total.U10,0.2539224673138304,100k
Ciudad de M�xico.Iztapalapa,2020,Total.Total.U07,272.4241841732895,100k
Ciudad de M�xico.La Magdalena Contreras,2020,Total.Total.U07,46.50271061852684,100k
Ciudad de M�xico.Milpa Alta,2020,Total.Total.U07,159.28708267860603,100k
Ciudad de M�xico.Álvaro Obregón,2020,Total.Total.U07,379.2004891884845,100k
Ciudad de M�xico.Álvaro Obregón,2020,Total.Total.U10,0.1323561916888253,100k
Ciudad de M�xico.Tláhuac,2020,Total.Total.U07,187.13207814810167,100k
Ciudad de M�xico.Tlalpan,2020,Total.Total.U07,398.6901854788826,100k
Ciudad de M�xico.Xochimilco,2020,Total.Total.U07,60.03922881882984,100k
Ciudad de M�xico.Benito Juárez,2020,Total.Total.U07,936.5748383705164,100k
Ciudad de M�xico.Benito Juárez,2020,Total.Total.U10,0.2305698765067741,100k
Ciudad de M�xico.Cuauhtémoc,2020,Total.Total.U07,631.7831011691451,100k
Ciudad de M�xico.Miguel Hidalgo,2020,Total.Total.U07,937.2431669230608,100k
Ciudad de M�xico.Miguel Hidalgo,2020,Total.Total.U10,0.2634185404505511,100k
Ciudad de M�xico.Venustiano Carranza,2020,Total.Total.U07,97.63844230906838,100k
Durango.Durango,2020,Total.Total.U07,171.363591274833,100k
Durango.Gómez Palacio,2020,Total.Total.U07,346.44093466032024,100k
Durango.Lerdo,2020,Total.Total.U07,51.5892524413855,100k
Guanajuato.Acámbaro,2020,Total.Total.U07,75.65123101364243,100k
Guanajuato.San Miguel de Allende,2020,Total.Total.U07,42.06868669209,100k
Guanajuato.Celaya,2020,Total.Total.U07,214.19690290493952,100k
Guanajuato.Cortazar,2020,Total.Total.U07,37.505305026697854,100k
Guanajuato.Dolores Hidalgo Cuna de la Independencia Nacional,2020,Total.Total.U07,83.97036779021093,100k
Guanajuato.Guanajuato,2020,Total.Total.U07,68.67472921453277,100k
Guanajuato.Irapuato,2020,Total.Total.U07,136.7283445226789,100k
Guanajuato.León,2020,Total.Total.U07,181.5897738165408,100k
Guanajuato.Pénjamo,2020,Total.Total.U07,76.89037807561513,100k
Guanajuato.Salamanca,2020,Total.Total.U07,148.31584797455105,100k
Guanajuato.Salvatierra,2020,Total.Total.U07,107.49873805829236,100k
Guanajuato.San Felipe,2020,Total.Total.U07,21.11183360497226,100k
Guanajuato.San Francisco del Rincón,2020,Total.Total.U07,25.416190113102047,100k
Guanajuato.San Luis de la Paz,2020,Total.Total.U07,98.68575635583264,100k
Guanajuato.Silao de la Victoria,2020,Total.Total.U07,121.38095711869468,100k
Guanajuato.Valle de Santiago,2020,Total.Total.U07,45.72354239878767,100k
Guerrero.Acapulco de Juárez,2020,Total.Total.U07,252.73699296499143,100k
Guerrero.Chilapa de Álvarez,2020,Total.Total.U07,50.26294270774724,100k
Guerrero.Chilpancingo de los Bravo,2020,Total.Total.U07,111.13846586712624,100k
Guerrero.Iguala de la Independencia,2020,Total.Total.U07,267.48281596802855,100k
Guerrero.Zihuatanejo de Azueta,2020,Total.Total.U07,132.2670418055598,100k
Guerrero.Taxco de Alarcón,2020,Total.Total.U07,106.6088609731612,100k
Hidalgo.Huejutla de Reyes,2020,Total.Total.U07,119.55642418905664,100k
Hidalgo.Pachuca de Soto,2020,Total.Total.U07,618.5964211307399,100k
Hidalgo.Mineral de la Reforma,2020,Total.Total.U07,25.819361293550003,100k
Hidalgo.Tizayuca,2020,Total.Total.U07,133.4159588816389,100k
Hidalgo.Tula de Allende,2020,Total.Total.U07,451.0873224264458,100k
Hidalgo.Tulancingo de Bravo,2020,Total.Total.U07,114.96014714898834,100k
Jalisco.Zapotlán el Grande,2020,Total.Total.U07,265.0424770062487,100k
Jalisco.Guadalajara,2020,Total.Total.U07,362.1537673635937,100k
Jalisco.Lagos de Moreno,2020,Total.Total.U07,140.01457062198344,100k
Jalisco.Ocotlán,2020,Total.Total.U07,84.85842785619325,100k
Jalisco.Puerto Vallarta,2020,Total.Total.U07,123.90042546938558,100k
Jalisco.El Salto,2020,Total.Total.U07,8.493247867944984,100k
Jalisco.Tepatitlán de Morelos,2020,Total.Total.U07,108.51369323708258,100k
Jalisco.Tlajomulco de Zúñiga,2020,Total.Total.U07,19.0941902433345,100k
Jalisco.San Pedro Tlaquepaque,2020,Total.Total.U07,10.866988066071288,100k
Jalisco.Tonalá,2020,Total.Total.U07,10.559698650435893,100k
Jalisco.Zapopan,2020,Total.Total.U07,78.06831500809287,100k
M�xico.Acolman,2020,Total.Total.U07,9.127222747186668,100k
M�xico.Almoloya de Juárez,2020,Total.Total.U07,18.07318577108716,100k
M�xico.Atizapán de Zaragoza,2020,Total.Total.U07,80.23578911090848,100k
M�xico.Atlacomulco,2020,Total.Total.U07,342.71452252789214,100k
M�xico.Coacalco de Berriozábal,2020,Total.Total.U07,204.9925501137596,100k
M�xico.Cuautitlán,2020,Total.Total.U07,248.56574706863844,100k
M�xico.Chalco,2020,Total.Total.U07,229.27236852701944,100k
M�xico.Chicoloapan,2020,Total.Total.U07,15.865251133704405,100k
M�xico.Chimalhuacán,2020,Total.Total.U07,67.20290138807314,100k
M�xico.Ecatepec de Morelos,2020,Total.Total.U07,204.3034301193263,100k
M�xico.Huehuetoca,2020,Total.Total.U07,11.539035879613918,100k
M�xico.Huixquilucan,2020,Total.Total.U07,27.90880367707102,100k
M�xico.Ixtapaluca,2020,Total.Total.U07,213.7799119473572,100k
M�xico.Ixtlahuaca,2020,Total.Total.U07,103.5006491756694,100k
M�xico.Lerma,2020,Total.Total.U07,38.13739465326231,100k
M�xico.Metepec,2020,Total.Total.U07,933.531121090813,100k
M�xico.Naucalpan de Juárez,2020,Total.Total.U07,159.4177899706324,100k
M�xico.Nezahualcóyotl,2020,Total.Total.U07,124.14310442284022,100k
M�xico.Nicolás Romero,2020,Total.Total.U07,12.696570112273957,100k
M�xico.La Paz,2020,Total.Total.U07,378.5578625046836,100k
M�xico.San Felipe del Progreso,2020,Total.Total.U07,88.35381753140871,100k
M�xico.Tecámac,2020,Total.Total.U07,247.110880270084,100k
M�xico.Temoaya,2020,Total.Total.U07,6.396432618151247,100k
M�xico.Tenancingo,2020,Total.Total.U07,193.72115548971567,100k
M�xico.Tepotzotlán,2020,Total.Total.U07,3.833804571811952,100k
M�xico.Texcoco,2020,Total.Total.U07,509.5128141518616,100k
M�xico.Tlalnepantla de Baz,2020,Total.Total.U07,437.652091041152,100k
M�xico.Toluca,2020,Total.Total.U07,336.26639970493704,100k
M�xico.Tultepec,2020,Total.Total.U07,11.805421795293986,100k
M�xico.Tultitlán,2020,Total.Total.U07,148.42953999421377,100k
M�xico.Villa Victoria,2020,Total.Total.U07,6.337020875957343,100k
M�xico.Zinacantepec,2020,Total.Total.U07,26.734261441273738,100k
M�xico.Zumpango,2020,Total.Total.U07,391.8661300571912,100k
M�xico.Cuautitlán Izcalli,2020,Total.Total.U07,123.52951367833816,100k
M�xico.Valle de Chalco Solidaridad,2020,Total.Total.U07,69.8117703121277,100k
Michoac�n de Ocampo.Apatzingán,2020,Total.Total.U07,82.11712888656638,100k
Michoac�n de Ocampo.Hidalgo,2020,Total.Total.U07,8.519602831606178,100k
Michoac�n de Ocampo.Lázaro Cárdenas,2020,Total.Total.U07,202.4428450245377,100k
Michoac�n de Ocampo.Morelia,2020,Total.Total.U07,164.12604395670948,100k
Michoac�n de Ocampo.La Piedad,2020,Total.Total.U07,166.68931467137747,100k
Michoac�n de Ocampo.Tarímbaro,2020,Total.Total.U07,3.360440889844748,100k
Michoac�n de Ocampo.Uruapan,2020,Total.Total.U07,124.03904974811616,100k
Michoac�n de Ocampo.Zamora,2020,Total.Total.U07,123.56660336081929,100k
